Date-Time,O3
2013-03-01,56.583333333333336
2013-03-02,27.833333333333332
2013-03-03,11.5
2013-03-04,42.458333333333336
2013-03-05,81.79166666666667
2013-03-06,60.041666666666664
2013-03-07,38.375
2013-03-08,91.33333333333333
2013-03-09,83.91666666666667
2013-03-10,82.41666666666667
2013-03-11,74.54166666666667
2013-03-12,33.416666666666664
2013-03-13,62.666666666666664
2013-03-14,66.91666666666667
2013-03-15,43.708333333333336
2013-03-16,72.875
2013-03-17,100.75
2013-03-18,87.65408333333333
2013-03-19,19.711041666666667
2013-03-20,26.89555833333333
2013-03-21,15.458333333333334
2013-03-22,44.958333333333336
2013-03-23,29.75
2013-03-24,57.72383333333334
2013-03-25,43.21120833333333
2013-03-26,14.226033333333334
2013-03-27,45.10855833333333
2013-03-28,66.29166666666667
2013-03-29,27.333333333333332
2013-03-30,41.208333333333336
2013-03-31,4.208333333333333
2013-04-01,48.5
2013-04-02,56.776525
2013-04-03,47.578675000000004
2013-04-04,26.862716666666667
2013-04-05,35.083333333333336
2013-04-06,56.708333333333336
2013-04-07,36.04839166666667
2013-04-08,68.54166666666667
2013-04-09,78.91666666666667
2013-04-10,60.317
2013-04-11,44.122391666666665
2013-04-12,29.629925
2013-04-13,41.041666666666664
2013-04-14,64.95833333333333
2013-04-15,51.688433333333336
2013-04-16,67.04166666666667
2013-04-17,65.5
2013-04-18,68.43898333333333
2013-04-19,40.458333333333336
2013-04-20,47.0
2013-04-21,39.912175
2013-04-22,26.0
2013-04-23,15.125
2013-04-24,36.528983333333336
2013-04-25,52.833333333333336
2013-04-26,55.416666666666664
2013-04-27,82.58333333333333
2013-04-28,70.875
2013-04-29,60.396875
2013-04-30,56.5
2013-05-01,71.79166666666667
2013-05-02,69.95653333333333
2013-05-03,100.54166666666667
2013-05-04,82.26279166666667
2013-05-05,81.20833333333333
2013-05-06,104.49063333333334
2013-05-07,112.70833333333333
2013-05-08,71.63317500000001
2013-05-09,38.083333333333336
2013-05-10,49.041666666666664
2013-05-11,37.377608333333335
2013-05-12,52.958333333333336
2013-05-13,64.08333333333333
2013-05-14,64.54166666666667
2013-05-15,85.41666666666667
2013-05-16,90.399675
2013-05-17,84.66666666666667
2013-05-18,78.04166666666667
2013-05-19,56.541666666666664
2013-05-20,64.91666666666667
2013-05-21,91.309375
2013-05-22,74.0
2013-05-23,69.75
2013-05-24,74.91666666666667
2013-05-25,91.04166666666667
2013-05-26,35.5
2013-05-27,45.183616666666666
2013-05-28,11.291666666666666
2013-05-29,61.0
2013-05-30,81.8899
2013-05-31,111.29166666666667
2013-06-01,80.20833333333333
2013-06-02,85.08333333333333
2013-06-03,125.5
2013-06-04,63.166666666666664
2013-06-05,20.541666666666668
2013-06-06,5.416666666666667
2013-06-07,2.0
2013-06-08,2.0
2013-06-09,23.649383333333333
2013-06-10,55.832875
2013-06-11,62.48215833333333
2013-06-12,98.625
2013-06-13,109.79166666666667
2013-06-14,137.08333333333334
2013-06-15,114.0
2013-06-16,35.0
2013-06-17,80.83333333333333
2013-06-18,68.95146666666666
2013-06-19,61.875
2013-06-20,60.416666666666664
2013-06-21,70.54166666666667
2013-06-22,48.916666666666664
2013-06-23,109.70833333333333
2013-06-24,133.125
2013-06-25,41.541666666666664
2013-06-26,106.95833333333333
2013-06-27,132.04166666666666
2013-06-28,71.375
2013-06-29,52.80876666666666
2013-06-30,69.79166666666667
2013-07-01,22.989925
2013-07-02,89.20833333333333
2013-07-03,96.14499166666667
2013-07-04,91.722375
2013-07-05,98.91666666666667
2013-07-06,148.55536666666669
2013-07-07,152.19213333333332
2013-07-08,100.84428333333334
2013-07-09,35.839533333333335
2013-07-10,32.44470833333333
2013-07-11,40.82625
2013-07-12,102.35333333333334
2013-07-13,130.26046666666667
2013-07-14,100.77788333333332
2013-07-15,20.132475
2013-07-16,65.928275
2013-07-17,102.4622
2013-07-18,91.70986666666666
2013-07-19,107.5
2013-07-20,111.375
2013-07-21,93.66666666666667
2013-07-22,104.14349166666666
2013-07-23,108.507875
2013-07-24,77.80501666666667
2013-07-25,107.08333333333333
2013-07-26,30.416666666666668
2013-07-27,21.0
2013-07-28,77.45833333333333
2013-07-29,51.666666666666664
2013-07-30,124.08333333333333
2013-07-31,137.70833333333334
2013-08-01,66.70833333333333
2013-08-02,101.125
2013-08-03,134.436225
2013-08-04,129.70833333333334
2013-08-05,120.42845833333332
2013-08-06,111.42049166666668
2013-08-07,67.375
2013-08-08,80.79166666666667
2013-08-09,117.58333333333333
2013-08-10,145.41666666666666
2013-08-11,69.125
2013-08-12,76.66666666666667
2013-08-13,100.75
2013-08-14,120.20833333333333
2013-08-15,102.0
2013-08-16,56.416666666666664
2013-08-17,65.79166666666667
2013-08-18,85.33333333333333
2013-08-19,91.21876666666667
2013-08-20,135.41666666666666
2013-08-21,82.375
2013-08-22,38.817141666666664
2013-08-23,53.375
2013-08-24,74.45833333333333
2013-08-25,119.125
2013-08-26,116.625
2013-08-27,50.775425000000006
2013-08-28,31.058666666666667
2013-08-29,45.006775000000005
2013-08-30,55.75
2013-08-31,45.458333333333336
2013-09-01,91.58333333333333
2013-09-02,96.79166666666667
2013-09-03,101.04166666666667
2013-09-04,71.20833333333333
2013-09-05,74.54166666666667
2013-09-06,56.42133333333334
2013-09-07,78.83548333333333
2013-09-08,56.74435
2013-09-09,76.02208333333333
2013-09-10,39.916666666666664
2013-09-11,80.16666666666667
2013-09-12,60.145608333333335
2013-09-13,19.541666666666668
2013-09-14,35.666666666666664
2013-09-15,43.773316666666666
2013-09-16,32.04161666666666
2013-09-17,1.4583333333333333
2013-09-18,30.0
2013-09-19,50.71119166666667
2013-09-20,45.833333333333336
2013-09-21,74.91666666666667
2013-09-22,9.75
2013-09-23,13.541666666666666
2013-09-24,26.416666666666668
2013-09-25,32.333333333333336
2013-09-26,31.541666666666668
2013-09-27,65.16666666666667
2013-09-28,55.50683333333333
2013-09-29,26.958333333333332
2013-09-30,27.304658333333332
2013-10-01,41.357725
2013-10-02,44.25
2013-10-03,39.083333333333336
2013-10-04,44.25
2013-10-05,43.166666666666664
2013-10-06,19.666666666666668
2013-10-07,36.583333333333336
2013-10-08,51.0
2013-10-09,9.291666666666666
2013-10-10,39.458333333333336
2013-10-11,33.125
2013-10-12,28.875
2013-10-13,30.625
2013-10-14,16.541666666666668
2013-10-15,31.291666666666668
2013-10-16,22.166666666666668
2013-10-17,21.958333333333332
2013-10-18,12.0
2013-10-19,29.708333333333332
2013-10-20,19.375
2013-10-21,23.291666666666668
2013-10-22,22.666666666666668
2013-10-23,32.416666666666664
2013-10-24,57.333333333333336
2013-10-25,36.083333333333336
2013-10-26,27.460608333333337
2013-10-27,30.453675
2013-10-28,44.8861
2013-10-29,40.801075
2013-10-30,39.2091
2013-10-31,36.5337
2013-11-01,35.2135
2013-11-02,34.274975000000005
2013-11-03,37.61555
2013-11-04,38.414775
2013-11-05,38.598175
2013-11-06,42.5992
2013-11-07,26.998125
2013-11-08,6.9258
2013-11-09,27.557075
2013-11-10,48.82255
2013-11-11,25.33405
2013-11-12,39.1384
2013-11-13,42.0
2013-11-14,40.499024999999996
2013-11-15,21.508025
2013-11-16,43.57534999999999
2013-11-17,35.567524999999996
2013-11-18,27.820625000000003
2013-11-19,25.4247
2013-11-20,39.184425
2013-11-21,19.1058
2013-11-22,12.222625
2013-11-23,3.5833333333333335
2013-11-24,16.333333333333332
2013-11-25,31.583333333333332
2013-11-26,39.083333333333336
2013-11-27,45.875
2013-11-28,27.958333333333332
2013-11-29,9.25
2013-11-30,21.5
2013-12-01,5.083333333333333
2013-12-02,1.9166666666666667
2013-12-03,13.083333333333334
2013-12-04,3.9166666666666665
2013-12-05,17.083333333333332
2013-12-06,3.4583333333333335
2013-12-07,2.026775
2013-12-08,16.143308333333334
2013-12-09,26.958333333333332
2013-12-10,21.291666666666668
2013-12-11,21.75
2013-12-12,24.916666666666668
2013-12-13,7.166666666666667
2013-12-14,9.291666666666666
2013-12-15,7.875
2013-12-16,1.955325
2013-12-17,10.0
2013-12-18,12.0
2013-12-19,7.166666666666667
2013-12-20,11.833333333333334
2013-12-21,6.791666666666667
2013-12-22,2.5833333333333335
2013-12-23,5.875
2013-12-24,2.125
2013-12-25,13.416666666666666
2013-12-26,43.541666666666664
2013-12-27,14.701466666666667
2013-12-28,29.329841666666667
2013-12-29,8.25
2013-12-30,28.1187
2013-12-31,21.25
2014-01-01,13.125
2014-01-02,6.75
2014-01-03,22.0
2014-01-04,1.0
2014-01-05,11.375
2014-01-06,2.3333333333333335
2014-01-07,17.208333333333332
2014-01-08,30.75
2014-01-09,30.708333333333332
2014-01-10,2.5
2014-01-11,3.4166666666666665
2014-01-12,27.875
2014-01-13,3.3333333333333335
2014-01-14,4.375
2014-01-15,5.5
2014-01-16,4.625
2014-01-17,11.125
2014-01-18,30.541666666666668
2014-01-19,9.916666666666666
2014-01-20,43.416666666666664
2014-01-21,19.75
2014-01-22,3.1666666666666665
2014-01-23,3.9166666666666665
2014-01-24,3.4166666666666665
2014-01-25,33.0
2014-01-26,9.333333333333334
2014-01-27,2.75
2014-01-28,15.833333333333334
2014-01-29,4.541666666666667
2014-01-30,33.0
2014-01-31,12.333333333333334
2014-02-01,1.0833333333333333
2014-02-02,32.166666666666664
2014-02-03,57.666666666666664
2014-02-04,40.041666666666664
2014-02-05,15.5
2014-02-06,12.0
2014-02-07,12.041666666666666
2014-02-08,30.0
2014-02-09,45.666666666666664
2014-02-10,32.291666666666664
2014-02-11,9.0
2014-02-12,15.708333333333334
2014-02-13,10.083333333333334
2014-02-14,7.75
2014-02-15,7.5
2014-02-16,25.708333333333332
2014-02-17,42.0
2014-02-18,42.0
2014-02-19,42.0
2014-02-20,25.916666666666668
2014-02-21,9.291666666666666
2014-02-22,12.125
2014-02-23,15.583333333333334
2014-02-24,12.875
2014-02-25,22.541666666666668
2014-02-26,27.083333333333332
2014-02-27,62.666666666666664
2014-02-28,18.625
2014-03-01,52.5
2014-03-02,21.666666666666668
2014-03-03,8.791666666666666
2014-03-04,55.833333333333336
2014-03-05,53.875
2014-03-06,57.791666666666664
2014-03-07,32.458333333333336
2014-03-08,20.916666666666668
2014-03-09,42.666666666666664
2014-03-10,23.208333333333332
2014-03-11,41.625
2014-03-12,76.04166666666667
2014-03-13,62.333333333333336
2014-03-14,62.333333333333336
2014-03-15,20.166666666666668
2014-03-16,56.541666666666664
2014-03-17,49.916666666666664
2014-03-18,75.875
2014-03-19,54.208333333333336
2014-03-20,70.5
2014-03-21,56.666666666666664
2014-03-22,46.208333333333336
2014-03-23,78.0
2014-03-24,49.0
2014-03-25,70.08333333333333
2014-03-26,49.25
2014-03-27,4.666666666666667
2014-03-28,40.25
2014-03-29,63.625
2014-03-30,45.333333333333336
2014-03-31,43.958333333333336
2014-04-01,62.125
2014-04-02,75.20833333333333
2014-04-03,62.125
2014-04-04,59.0
2014-04-05,75.41666666666667
2014-04-06,60.625
2014-04-07,79.66666666666667
2014-04-08,90.45833333333333
2014-04-09,82.375
2014-04-10,49.25
2014-04-11,56.041666666666664
2014-04-12,61.833333333333336
2014-04-13,85.125
2014-04-14,81.41666666666667
2014-04-15,46.625
2014-04-16,42.458333333333336
2014-04-17,45.916666666666664
2014-04-18,59.333333333333336
2014-04-19,48.75
2014-04-20,55.625
2014-04-21,55.166666666666664
2014-04-22,71.29166666666667
2014-04-23,93.58333333333333
2014-04-24,99.54166666666667
2014-04-25,78.45833333333333
2014-04-26,61.208333333333336
2014-04-27,62.041666666666664
2014-04-28,74.66666666666667
2014-04-29,81.54166666666667
2014-04-30,103.83333333333333
2014-05-01,104.45833333333333
2014-05-02,81.29166666666667
2014-05-03,55.041666666666664
2014-05-04,74.375
2014-05-05,60.166666666666664
2014-05-06,35.166666666666664
2014-05-07,48.833333333333336
2014-05-08,92.66666666666667
2014-05-09,83.08333333333333
2014-05-10,77.41666666666667
2014-05-11,75.91666666666667
2014-05-12,72.91666666666667
2014-05-13,68.29166666666667
2014-05-14,71.375
2014-05-15,48.875
2014-05-16,80.66666666666667
2014-05-17,100.16666666666667
2014-05-18,118.08333333333333
2014-05-19,145.16666666666666
2014-05-20,122.54166666666667
2014-05-21,132.50833333333333
2014-05-22,60.737500000000004
2014-05-23,133.5
2014-05-24,54.416666666666664
2014-05-25,67.0
2014-05-26,62.583333333333336
2014-05-27,60.416666666666664
2014-05-28,92.5
2014-05-29,108.45833333333333
2014-05-30,190.16666666666666
2014-05-31,156.375
2014-06-01,131.91666666666666
2014-06-02,110.66666666666667
2014-06-03,94.04166666666667
2014-06-04,94.08333333333333
2014-06-05,127.16666666666667
2014-06-06,54.583333333333336
2014-06-07,72.04166666666667
2014-06-08,52.791666666666664
2014-06-09,83.5
2014-06-10,79.54166666666667
2014-06-11,82.79166666666667
2014-06-12,90.0
2014-06-13,105.91666666666667
2014-06-14,134.95833333333334
2014-06-15,144.70833333333334
2014-06-16,118.79166666666667
2014-06-17,114.41666666666667
2014-06-18,101.375
2014-06-19,90.75
2014-06-20,98.41666666666667
2014-06-21,95.66666666666667
2014-06-22,86.04166666666667
2014-06-23,98.125
2014-06-24,121.70833333333333
2014-06-25,81.08333333333333
2014-06-26,130.125
2014-06-27,82.41666666666667
2014-06-28,81.45833333333333
2014-06-29,121.04166666666667
2014-06-30,144.58333333333334
2014-07-01,153.25
2014-07-02,106.5
2014-07-03,90.875
2014-07-04,116.08333333333333
2014-07-05,112.375
2014-07-06,142.0
2014-07-07,111.83333333333333
2014-07-08,81.58333333333333
2014-07-09,59.708333333333336
2014-07-10,92.83333333333333
2014-07-11,86.0
2014-07-12,87.375
2014-07-13,65.75
2014-07-14,109.91666666666667
2014-07-15,146.875
2014-07-16,97.29166666666667
2014-07-17,77.91666666666667
2014-07-18,119.91666666666667
2014-07-19,106.75
2014-07-20,111.66666666666667
2014-07-21,75.83333333333333
2014-07-22,36.583333333333336
2014-07-23,32.875
2014-07-24,49.666666666666664
2014-07-25,111.625
2014-07-26,161.20833333333334
2014-07-27,164.66666666666666
2014-07-28,137.70833333333334
2014-07-29,149.25
2014-07-30,105.79166666666667
2014-07-31,125.5
2014-08-01,115.91666666666667
2014-08-02,99.91666666666667
2014-08-03,120.41666666666667
2014-08-04,41.5
2014-08-05,65.5
2014-08-06,65.0
2014-08-07,124.41666666666667
2014-08-08,117.20833333333333
2014-08-09,128.75
2014-08-10,108.91666666666667
2014-08-11,85.5
2014-08-12,97.08333333333333
2014-08-13,62.475
2014-08-14,74.125
2014-08-15,84.58333333333333
2014-08-16,124.79166666666667
2014-08-17,131.66666666666666
2014-08-18,117.33333333333333
2014-08-19,120.45833333333333
2014-08-20,127.1875
2014-08-21,115.83333333333333
2014-08-22,58.791666666666664
2014-08-23,107.125
2014-08-24,74.0
2014-08-25,66.33333333333333
2014-08-26,62.791666666666664
2014-08-27,93.125
2014-08-28,89.54166666666667
2014-08-29,116.75
2014-08-30,45.875
2014-08-31,88.29166666666667
2014-09-01,58.00833333333333
2014-09-02,71.875
